LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMEN,ADDRESS,ADDRID,X,Y,DESCRIPTIO
ABRA-022889,Serengeti,Serengeti Entertainment Group Inc.,C,"Entertainment, Dancing, Cover Charge",6210 GEORGIA AVENUE NW,253214.00000000,397576.07000000,144159.54000000,Restaurant
ABRA-022928,Thai Chef,Thai Chef Inc.,C,None,1712 CONNECTICUT AVENUE NW,242581.00000000,396030.24000000,138354.62000000,Restaurant
ABRA-023471,Harmony Cafe,"Wing Fu, Corp.",C,None,3287 M STREET NW,285545.00000000,394305.60000000,137496.83000000,Restaurant
ABRA-023533,Lindys Bon Appetit,HML Rose Inc.,C,None,2040 I STREET NW,218609.00000000,395973.52000000,136963.75000000,Restaurant
ABRA-023539,Bistro Italia,"Vangho, Corp.",C,None,320 D STREET NE,38988.00000000,399897.77000000,136344.55000000,Restaurant
ABRA-023745,Lalibela Ethiopian Restaurant,Lalibela Inc.,C,"Sidewalk Cafe, Entertainment,",1415 14TH STREET NW,226662.00000000,397250.43000000,137959.19000000,Restaurant
ABRA-023764,Tai Shan Restaurant,Tai Shan Restaurant Inc.,C,None,622 H STREET NW,242975.00000000,398161.49000000,136854.86000000,Restaurant
ABRA-025198,The Mansion on O Street,H H Leonards Associates,C,None,2020 O STREET NW,243057.00000000,396016.74000000,137836.91000000,Multipurpose
ABRA-026242,Prince Hall Freemason & Eastern Star Charter Foundation,Prince Hall Freemason and Eastern Star Charitable,C,None,1000 U STREET NW,242764.00000000,397718.98000000,138758.12000000,Multipurpose
ABRA-060044,Lincoln Theatre,"U Street Theatre Foundation, Inc.",C,None,1215 U STREET NW,240810.00000000,397486.24000000,138836.94000000,Multipurpose
ABRA-060161,Fraternal Order Of Police,Fraternal Order of Police,C,None,711 4TH STREET NW,237747.00000000,398624.47000000,136768.75000000,Club
ABRA-060462,The Levy Restaurants At Verizon Center,Levy(Washington) Limited Partnership,C,None,601 F STREET NW,238712.00000000,398182.26000000,136676.82000000,Multipurpose
ABRA-060476,Black Cat,"Circle I Productions, Inc.",C,None,1811 14TH STREET NW,240469.00000000,397263.94000000,138523.73000000,Multipurpose
ABRA-060573,International Spy Museum/Zola,"The House on F Street, LLC",C,None,800 F STREET NW,238378.00000000,397980.18000000,136570.17000000,Multipurpose
ABRA-060650,Washington Convention Center,Service America Corporation/National Bus.Serv.Ent.,C,None,801 MT VERNON PLACE NW,290098.00000000,398002.04000000,137303.85000000,Convention Center
ABRA-072095,Gala Hispanic Theatre,"G.A.L.A., Inc.",C,None,3333 14TH STREET NW,299650.00000000,397187.18000000,140338.09000000,Multipurpose
ABRA-077573,Newseum,"Wolfgang Puck Catering and Events, LLC",C,None,555 PENNSYLVANIA AVENUE NW,297641.00000000,398321.34000000,136142.24000000,Multipurpose
ABRA-077986,Sidney Harman Hall,The Shakespeare Theatre,C,None,610 F STREET NW,306817.00000000,398234.52000000,136586.02000000,Multipurpose
ABRA-078307,E Street Lounge,"Cinema Beverages Holding Company, LLC",C,None,555 11TH STREET NW,279831.00000000,397688.16000000,136538.51000000,Multipurpose
ABRA-078642,The Scene,MPAC LLC,C,None,2221 ADAMS PLACE NE,146266.00000000,402264.54000000,139042.90000000,Multipurpose
ABRA-079190,CulinAerie,"CulinAerie DC, LLC",C,None,1131 14TH STREET NW,303014.00000000,397252.40000000,137427.60000000,Multipurpose
ABRA-080085,Avalon Theatre,"Avalon Theatre Project, Inc.",C,"Sidewalk Cafe,",5612 CONNECTICUT AVENUE NW,263861.00000000,393387.84000000,144154.35000000,Multipurpose
ABRA-080876,Woolly Mammoth Theatre Company,Woolly Mammoth Theatre Company,C,None,641 D STREET NW,301793.00000000,398139.52000000,136348.25000000,Multipurpose
ABRA-081773,Ford's Theatre Gift Shop,"Event Network, Inc.",C,None,514 10TH STREET NW,225437.00000000,397719.97000000,136538.89000000,Multipurpose
ABRA-082437,"Aramark Entertainment, LLC (Verizon Center)","Aramark Entertainment, LLC",C,None,601 F STREET NW,238712.00000000,398182.26000000,136676.82000000,Arena
ABRA-082667,Warehouse/Loft,"411 Dance Associates, LLC",C,None,411 NEW YORK AVENUE NE,288113.00000000,400217.16000000,138128.76000000,Multipurpose
ABRA-083219,U Street Music Hall,"U Street Music Hall, LLC",C,None,1115 U STREET NW,309088.00000000,397591.88000000,138810.97000000,Multipurpose
ABRA-085207,Atlas Performing Arts Center,Atlas Performing  Arts Center,C,None,1333 H STREET NE,286066.00000000,401108.85000000,136902.33000000,Multipurpose
ABRA-085344,West End Cinema,"2301 M Cinema, LLC",C,None,2301 M STREET NW,242336.00000000,395632.62000000,137514.24000000,Multipurpose
ABRA-085837,The Washington Post Company,The Washington Post Company,C,None,1150 15TH STREET NW,243352.00000000,396972.32000000,137400.89000000,Multipurpose
ABRA-086010,The Hamilton,"Clyde's Management, Inc.",C,None,600 14TH STREET NW,300970.00000000,397200.36000000,136648.98000000,Multipurpose
ABRA-086808,Penn Social,"Riot Act DC, LLC",C,"Summer Garden, Sidewalk Cafe,",801 E STREET NW,309414.00000000,397983.18000000,136496.13000000,Multipurpose
ABRA-086926,Hill Center,The Old Naval Hospital Foundation,C,"Summer Garden, Entertainment,",921 PENNSYLVANIA AVENUE SE,82564.00000000,400595.15000000,135016.06000000,Multipurpose
ABRA-087074,The Dunes,"The Dunes Fund, LLC",C,None,1400 MERIDIAN PLACE NW,308569.00000000,397141.58000000,140608.79000000,Multipurpose
ABRA-087627,Spectrum,Facility Concession Services Inc,C,None,1299 PENNSYLVANIA AVENUE NW,285503.00000000,397456.71000000,136497.57000000,Multipurpose
ABRA-087746,The Enterprise,"L.L. Business Network Solutions, LLC",C,None,2917 GEORGIA AVENUE NW,237964.00000000,398024.33000000,139990.31000000,Multipurpose
ABRA-088360,Living Social,"VSLS, LLC",C,None,918 F STREET NW,239826.00000000,397839.02000000,136572.21000000,Multipurpose
ABRA-088646,Howard Theatre,Howard Theatre Entertainment LLC,C,None,620 T STREET NW,238442.00000000,398170.69000000,138608.29000000,Multipurpose
ABRA-089601,VeraCruz,"DRS Creative, LLC",C,"Entertainment, Cover Charge",2108 VERMONT AVENUE NW,295021.00000000,397849.88000000,138954.52000000,Multipurpose
ABRA-026668,George Washington University Club,"George Washington University Club, Inc.",C,"Sidewalk Cafe,",1918 F STREET NW,291474.00000000,396155.63000000,136585.70000000,Club
ABRA-060219,Alumni House,George Washington University,C,None,1925 F STREET NW,241086.00000000,396124.36000000,136642.58000000,Multipurpose
ABRA-060397,Residence Inn/Wash.DC/Thomas Circle,"RIDC, LLC",D,None,1199 VERMONT AVENUE NW,278914.00000000,397192.18000000,137395.97000000,Hotel
ABRA-001104,The Abbey Rathskeller,Gallaudet College,D,None,701 FLORIDA AVENUE NE,7.00000000,400351.73000000,137462.81000000,Restaurant
ABRA-081606,Johnny Rockets,The Johnny Rockets Group Inc.,C,None,3131 M STREET NW,272021.00000000,394619.79000000,137506.55000000,Restaurant
ABRA-081752,Cafe Green,"Java Green Coffee & Tea, Inc.",C,"Sidewalk Cafe,",1513 17TH STREET NW,225636.00000000,396690.97000000,138037.88000000,Restaurant
ABRA-081772,Siam House DC,Siam House DC Inc.,C,None,3520 CONNECTICUT AVENUE NW,220939.00000000,394858.19000000,140926.67000000,Restaurant
ABRA-081818,Radius,Radius Restaurant. LLC,C,None,3155 MOUNT PLEASANT STREET NW,236418.00000000,396731.29000000,140300.15000000,Restaurant
ABRA-081849,Uptown Ethiopian Fusion Cuisine,"Fasil Ethiopian Restaurant, LLC",C,"Entertainment,",1608 7TH STREET NW,225813.00000000,398071.42000000,138181.63000000,Restaurant
ABRA-081907,Trattu,"Bionda, LLC",C,None,1823 JEFFERSON PLACE NW,241282.00000000,396301.22000000,137644.90000000,Restaurant
ABRA-081908,District Lounge and Grille,"C. Fields Group, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",2473 18TH STREET NW,218139.00000000,396334.29000000,139384.62000000,Restaurant
ABRA-081929,Bangkok Thai Dining,"Thai Thanat, LLC",C,None,2016 P STREET NW,226189.00000000,396040.82000000,137954.84000000,Restaurant
ABRA-081997,Jack Rose,"Adams Morgan F&B, LLC",C,"Summer Garden, Entertainment, Dancing, Cover Charge",2007 18TH STREET NW,235575.00000000,396416.88000000,138837.22000000,Restaurant
ABRA-082036,Maddy's Bar and Grille,"Maddy's, LLC",C,"Entertainment,",1726 CONNECTICUT AVENUE NW,242757.00000000,396005.04000000,138400.04000000,Restaurant
ABRA-082062,"We, The Pizza","Kookoovaya, Inc",C,"Sidewalk Cafe,",305 PENNSYLVANIA AVENUE SE,41103.00000000,399847.74000000,135423.05000000,Restaurant
ABRA-082064,Eola,The Lignum Vitae Group  LLC,C,None,2020 P STREET NW,242675.00000000,396022.00000000,137949.81000000,Restaurant
ABRA-082097,Ping Pong,Ping Pong One LLC,C,None,900 7TH STREET NW,300396.00000000,398067.85000000,137033.00000000,Restaurant
ABRA-082154,Absolute Thai Restaurant,"Charoen, Inc.",C,"Sidewalk Cafe,",521 G STREET NW,279824.00000000,398293.11000000,136735.76000000,Restaurant
ABRA-082174,Scion Restaurant,"Zodiac Restaurant Group, Inc.",C,"Sidewalk Cafe,",2100 P STREET NW,300952.00000000,395924.58000000,137960.76000000,Restaurant
ABRA-082192,Portico,"Moka, LLC",C,"Entertainment,",1914 9TH STREET NW,239494.00000000,397899.35000000,138685.46000000,Restaurant
ABRA-082212,Pesce,"D-P, Inc.",C,None,2002 P STREET NW,300946.00000000,396078.81000000,137959.86000000,Restaurant
ABRA-082329,BiBiana,Bibiana LLC,C,"Sidewalk Cafe,",1100 NEW YORK AVENUE NW,297684.00000000,397619.45000000,136979.92000000,Restaurant
ABRA-082360,Kellari,"Kellari Washington, LLC",C,"Summer Garden,",1700 K STREET NW,243334.00000000,396544.82000000,137147.58000000,Restaurant
ABRA-082430,Sultra Lounge/Viet-Thai,"Vertigo, Inc.",C,"Summer Garden, Entertainment, Dancing, Cover Charge",2406 18TH STREET NW,235394.00000000,396328.13000000,139224.34000000,Restaurant
ABRA-082432,Zest Bistro,"Zest Bistro, Inc.",C,"Sidewalk Cafe, Entertainment, Cover Charge",735 8TH STREET SE,78449.00000000,400412.74000000,134688.87000000,Restaurant
ABRA-082439,Kushi Izakaya,"Izakaya, LLC",C,"Sidewalk Cafe, Entertainment,",465 K STREET NW,305188.00000000,398421.99000000,137218.78000000,Restaurant
ABRA-082445,Thaitanic II,Scorsat Food Service LLC,C,"Sidewalk Cafe,",3460 14TH STREET NW,234578.00000000,397137.54000000,140558.73000000,Restaurant
ABRA-082446,Kababji,"Kabab-Ji DC One, LLC",C,"Sidewalk Cafe,",1351 CONNECTICUT AVENUE NW,307558.00000000,396316.62000000,137861.87000000,Restaurant
ABRA-082457,Cuba Libre Restaurant & Rum Bar,CUBA LIBRE DC LLC,C,"Sidewalk Cafe, Entertainment, Dancing,",801 9TH STREET NW,285560.00000000,397951.37000000,136947.56000000,Restaurant
ABRA-082569,Ted's Bulletin,Four Partners LLC,C,"Sidewalk Cafe,",505 8TH STREET SE,14218.00000000,400404.68000000,134958.00000000,Restaurant
ABRA-082643,Againn,"1099 K, LLC",C,"Sidewalk Cafe,",1099 NEW YORK AVENUE NW,306169.00000000,397684.65000000,137078.70000000,Restaurant
ABRA-082751,Ghana Cafe,"Ghana Cafe, LLC",C,None,1336 14TH STREET NW,279093.00000000,397207.98000000,137840.91000000,Restaurant
ABRA-082758,Bistro CaCao,"Bistro Cacao, Inc.",C,"Sidewalk Cafe,",320 MASSACHUSETTS AVENUE NE,155818.00000000,399915.16000000,136291.17000000,Restaurant
ABRA-082921,Muzette,Musings Corporation,C,"Entertainment,",2305 18TH STREET NW,226269.00000000,396407.60000000,139108.50000000,Restaurant
ABRA-082969,Salina Restaurant,Terfneh Kahsay,C,"Entertainment, Dancing,",1936 9TH STREET NW,239510.00000000,397897.60000000,138750.48000000,Restaurant
ABRA-082973,Masala Art,"Rudraaksh, LLC",C,None,4441 WISCONSIN AVENUE NW,284919.00000000,393144.68000000,142199.53000000,Restaurant
ABRA-083029,Chesapeake Room,"Barracks Row Entertainment, LLC",C,"Sidewalk Cafe,",501 8TH STREET SE,15231.00000000,400410.63000000,134971.46000000,Restaurant
ABRA-081343,"Night 'N"" Day 24 Hour Convenience Store",PTK INCORPORATED,B,None,5026 BENNING ROAD SE,14817.00000000,406006.01000000,134446.23000000,Retail - Grocery
ABRA-081583,Safeway,"Safeway, Inc",B,"Tasting,",4865 MACARTHUR BOULEVARD NW,285004.00000000,391678.11000000,138844.95000000,Retail - Grocery
ABRA-081683,Home Food Store,"1954 Home Food, Inc.",B,None,2216 18TH STREET NW,235471.00000000,396369.33000000,139042.59000000,Retail - Grocery
ABRA-081925,Yes Organic Market,Yes Organic Petworth Inc.,B,"Tasting,",4100 GEORGIA AVENUE NW,300492.00000000,397786.99000000,141460.14000000,Retail - Grocery
ABRA-082176,Safeway,"Safeway, Inc.",B,"Tasting,",1100 4TH STREET SW,307170.00000000,398511.05000000,134420.39000000,Retail - Grocery
ABRA-082431,FoBoGro,"Foggy Bottom Grocery, LLC",B,"Tasting,",2140 F STREET NW,242538.00000000,395823.30000000,136589.70000000,Retail - Grocery
ABRA-082443,Cork Market And Tasting Room,"DKDC, LLC",B,"Tasting,",1805 14TH STREET NW,218501.00000000,397260.93000000,138501.38000000,Retail - Grocery
ABRA-082453,Toni's Market,STANLEY LLC,B,None,5319 EAST CAPITOL STREET SE,288601.00000000,406480.17000000,135732.52000000,Retail - Grocery
ABRA-082459,Park Market,ADDIS PARK MARKET LLC,B,None,3400 13TH STREET NW,230904.00000000,397402.89000000,140398.72000000,Retail - Grocery
ABRA-082665,Cornercopia,"3rd & K Street Market, Inc.",B,None,1000 3RD STREET SE,276172.00000000,399842.89000000,134493.66000000,Retail - Grocery
ABRA-082681,Cork & Fork,"The Landragin Operating Company Three, LLC",B,"Tasting,",1522 14TH STREET NW,302008.00000000,397206.90000000,138070.79000000,Retail - Grocery
ABRA-082766,Mark's Market,"J & K MARK'S MARKET, INC.",B,None,3933 14TH STREET NW,224893.00000000,397189.69000000,141300.64000000,Retail - Grocery
ABRA-082807,Kennedy Street Market,Gold Ocean Inc,B,None,701 KENNEDY STREET NW,285370.00000000,398049.10000000,143181.06000000,Retail - Grocery
ABRA-082995,Sunbeam Market,"Koo Sunbeam Market, Inc.",B,None,2324 NORTH CAPITOL STREET NW,228141.00000000,399187.00000000,139252.92000000,Retail - Grocery
ABRA-083044,McKinley Market,MNS LLC,B,None,321 T STREET NE,38666.00000000,399913.71000000,138603.93000000,Retail - Grocery
ABRA-083074,Quality Convenience Store,Queen Bee LLC,B,None,2922 1/2 MARTIN LUTHER KING JR AVENUE SE,303075.00000000,400271.01000000,130835.56000000,Retail - Grocery
ABRA-083128,International Progreso Market,"Ramos Market, inc.",B,None,3158 MOUNT PLEASANT STREET NW,236467.00000000,396681.69000000,140258.18000000,Retail - Grocery
ABRA-083277,Cho's Market,"Cho's Market, Inc.",B,None,1535 U STREET SE,60965.00000000,401531.18000000,133040.93000000,Retail - Grocery
ABRA-083507,CVS Pharmacy #2104,"District of Columbia CVS Pharmacy, LLC",B,None,5013 CONNECTICUT AVENUE NW,262738.00000000,393974.82000000,143053.30000000,Retail - Grocery
ABRA-083572,Marbi's Newstand,"Sunny Enterprises, Inc.",B,None,1730 RHODE ISLAND AVENUE NW,241782.00000000,396563.60000000,137565.32000000,Retail - Grocery
ABRA-084354,Walgreens #10311,Walgreens Co.,B,None,3524 CONNECTICUT AVENUE NW,220938.00000000,394849.96000000,140952.17000000,Retail - Grocery
ABRA-084429,Brightwood Supermarket,Hi Suk Corporation,B,None,100 KENNEDY STREET NW,245884.00000000,398973.29000000,143165.50000000,Retail - Grocery
ABRA-084582,1618 Variety Market,Medhanie Weldegergish,B,None,1618 8TH STREET NW,225828.00000000,397986.55000000,138200.45000000,Retail - Grocery
ABRA-084703,Yes Organic Market,Yes East Potomac Inc,B,"Tasting,",2323 PENNSYLVANIA AVENUE SE,48543.00000000,402365.01000000,134033.39000000,Retail - Grocery
ABRA-084981,Lamont Market,"Lamont Market Associates, Inc.",B,None,450 LAMONT STREET NW,229099.00000000,398273.43000000,140361.99000000,Retail - Grocery
ABRA-085002,Harris Teeter,"Harris Teeter, Inc.",B,"Tasting,",1201 1ST STREET NE,303728.00000000,399523.62000000,137573.06000000,Retail - Grocery
ABRA-085071,Walgreens #10071,Walgreen Co.,B,None,1217 22ND STREET NW,294975.00000000,395793.10000000,137518.17000000,Retail - Grocery
ABRA-085579,Sonya's Market,"K & J Park, Inc.",B,None,2833 11TH STREET NW,231729.00000000,397676.23000000,139864.26000000,Retail - Grocery
ABRA-086078,Family Food and Delicatessen Store,"ME & JJJS, INC.",B,None,3713 NEW HAMPSHIRE AVENUE NW,302291.00000000,397952.45000000,140991.41000000,Retail - Grocery
ABRA-086103,Darby's Market,WASA Supermarket & Deli Inc.,B,None,1136 FLORIDA AVENUE NE,73050.00000000,400836.66000000,137242.69000000,Retail - Grocery
ABRA-086305,1101 CONVENIENCE MART,"Y & H  TRADING, INC.",B,"Tasting,",1101 H STREET NE,74402.00000000,400757.78000000,136904.59000000,Retail - Grocery
ABRA-086606,11th & M Corner Market,S & K CORPORATION,,None,1133 11TH STREET NW,301971.00000000,397674.64000000,137518.60000000,Retail - Grocery
ABRA-086718,Flagler Market,JS2Y Corporation,B,None,2200 FLAGLER PLACE NW,227889.00000000,398804.20000000,139048.15000000,Retail - Grocery
ABRA-086916,Whole Foods Market,Whole Foods Market Group Inc,B,"Tasting,",2201 I STREET NW,310098.00000000,395743.74000000,137007.55000000,Retail - Grocery
ABRA-087328,Benning Heights Market,"K & Y Beer, Wine and Groceries LLC",B,None,547 42ND STREET NE,8635.00000000,405002.17000000,136614.83000000,Retail - Grocery
ABRA-087466,Shepherd Market,"Shepherd Market, LLC",B,None,1247 SHEPHERD STREET NW,223635.00000000,397444.28000000,141340.25000000,Retail - Grocery
ABRA-087641,Nam's Market,GS Corporation,B,None,1327 W STREET SE,67260.00000000,401150.05000000,132931.85000000,Retail - Grocery
ABRA-087818,Kenilworth Market,Asmara Incorporated,B,None,1612 KENILWORTH AVENUE NE,59977.00000000,405645.08000000,138232.64000000,Retail - Grocery
ABRA-088495,Brookland Market,"EZ, LLC",B,None,3736 10TH STREET NE,156309.00000000,400533.20000000,140954.32000000,Retail - Grocery
ABRA-088833,MLK MINI MARKET,"D & K New Management, LLC",B,None,3333 MARTIN LUTHER KING JR AVENUE SE,36102.00000000,399732.55000000,130511.96000000,Retail - Grocery
ABRA-088835,Wheeler Market,Aki & Muller Corporation,B,None,4133 WHEELER ROAD SE,300965.00000000,400849.62000000,129529.55000000,Retail - Grocery
ABRA-088858,Liff's Market,"Liff's Market, LLC",B,None,600 ALABAMA AVENUE SE,294492.00000000,400209.81000000,130620.79000000,Retail - Grocery
ABRA-088966,Best World Supermarket,Hanmi Corp,B,None,3178 MOUNT PLEASANT STREET NW,233149.00000000,396658.16000000,140340.12000000,Retail - Grocery
ABRA-089011,S.E. Market,Moonkor Corporation,B,None,1500 INDEPENDENCE AVENUE SE,62552.00000000,401443.10000000,135548.72000000,Retail - Grocery
ABRA-089668,MIMI's CONVENIENCE,"HYUN, INC.",B,"Tasting,",5435 MACARTHUR BOULEVARD NW,224231.00000000,390770.59000000,140229.73000000,Retail - Grocery
ABRA-089539,Yes Organic Market,"Yes Organic Eastern Market, Inc.",B,"Tasting,",410 8TH STREET SE,300093.00000000,400463.21000000,135060.64000000,Retail - Grocery
ABRA-025740,8th Street Deli & Market,Jae Sung Song & Song Cha Song,B,None,717 D STREET NW,238424.00000000,398031.25000000,136345.51000000,Retail - Grocery
ABRA-026649,D & B Deli Carryout,Hwang & Hyun O Kim,B,None,3412 GEORGIA AVENUE NW,284667.00000000,397914.57000000,140501.88000000,Retail - Grocery
ABRA-060504,Safeway,"Safeway, Inc.",B,None,2845 ALABAMA AVENUE SE,278282.00000000,402892.75000000,132357.23000000,Retail - Grocery
ABRA-060506,Windows Cafe & Market,Wabi Corporation Inc.,B,"Tasting,",101 RHODE ISLAND AVENUE NW,227422.00000000,398926.51000000,138673.53000000,Retail - Grocery
ABRA-060539,Kalorama Deli,Joung Byoung,B,None,2343 17TH STREET NW,295033.00000000,396645.34000000,139270.58000000,Retail - Grocery
ABRA-060569,Giant,Giant of Maryland LLC,B,"Tasting,",1050 BRENTWOOD ROAD NE,299835.00000000,400656.59000000,139039.13000000,Retail - Grocery
ABRA-060593,Le Petite Corner Store,Hudai Yavalar,B,None,1643 34TH STREET NW,272855.00000000,394130.42000000,138196.69000000,Retail - Grocery
ABRA-060647,Safeway,"Safeway, Inc.",B,None,322 40TH STREET NE,295141.00000000,404558.40000000,136144.21000000,Retail - Grocery
ABRA-060662,Uneeda Market,Masenphil LLC,B,None,4400 GEORGIA AVENUE NW,252620.00000000,397711.90000000,141806.50000000,Retail - Grocery
ABRA-060663,7 Food Store,SJA Foods Inc.,B,None,1830 BENNING ROAD NE,55068.00000000,402034.09000000,136810.09000000,Retail - Grocery
ABRA-060717,1500 Market,Moon Run Inc,B,None,1500 MASSACHUSETTS AVENUE NW,242324.00000000,396920.10000000,137627.72000000,Retail - Grocery
ABRA-060722,Friendly Food Market,Friendly David's Market Inc.,B,None,1399 HALF STREET SW,276537.00000000,399059.93000000,133922.39000000,Retail - Grocery
ABRA-060734,Lobby Mart,Cha Corportaion,B,"Tasting,",501 3RD STREET NW,238368.00000000,398717.88000000,136523.46000000,Retail - Grocery
